Day,Time (PST),Temp,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions
2/18/2017,3:53 PM,   57.0 °F ,   50.0 °F ,77%,   29.60 in ,   10.0 mi ,WSW,   11.5 mph ,Light Rain
2/18/2017,4:53 PM,   57.0 °F ,   50.0 °F ,77%,   29.61 in ,   10.0 mi ,WSW,   8.1 mph ,Mostly Cloudy
2/18/2017,5:53 PM,   55.9 °F ,   50.0 °F ,80%,   29.63 in ,   8.0 mi ,West,   9.2 mph ,Light Rain
2/18/2017,6:53 PM,   55.9 °F ,   51.1 °F ,84%,   29.66 in ,   10.0 mi ,WNW,   3.5 mph ,Scattered Clouds
2/18/2017,7:53 PM,   55.0 °F ,   51.1 °F ,86%,   29.70 in ,   10.0 mi ,West,   6.9 mph ,Light Rain
2/18/2017,8:02 PM,   55.0 °F ,   51.1 °F ,86%,   29.70 in ,   10.0 mi ,West,   6.9 mph ,Mostly Cloudy
2/18/2017,8:53 PM,   54.0 °F ,   51.1 °F ,90%,   29.72 in ,   2.5 mi ,West,   11.5 mph ,Rain
2/18/2017,9:01 PM,   54.0 °F ,   51.1 °F ,90%,   29.72 in ,   1.2 mi ,WNW,   9.2 mph ,Heavy Rain
2/18/2017,9:08 PM,   54.0 °F ,   51.1 °F ,90%,   29.73 in ,   3.0 mi ,WNW,   5.8 mph ,Light Rain
2/18/2017,9:15 PM,   54.0 °F ,   52.0 °F ,93%,   29.73 in ,   6.0 mi ,WNW,   5.8 mph ,Light Rain
2/18/2017,9:47 PM,   53.6 °F ,   51.8 °F ,94%,   29.74 in ,   2.5 mi ,West,   10.4 mph ,Heavy Rain
2/18/2017,9:51 PM,   53.6 °F ,   51.8 °F ,94%,   29.74 in ,   1.8 mi ,West,   10.4 mph ,Heavy Rain
2/18/2017,9:53 PM,   53.1 °F ,   51.1 °F ,93%,   29.74 in ,   1.8 mi ,West,   12.7 mph ,Heavy Rain
2/18/2017,10:00 PM,   53.1 °F ,   51.1 °F ,93%,   29.74 in ,   2.5 mi ,West,   9.2 mph ,Light Rain
2/18/2017,10:07 PM,   54.0 °F ,   51.1 °F ,90%,   29.75 in ,   4.0 mi ,West,   11.5 mph ,Light Rain
2/18/2017,10:53 PM,   54.0 °F ,   48.9 °F ,83%,   29.76 in ,   10.0 mi ,West,   12.7 mph ,Overcast
2/18/2017,11:01 PM,   54.0 °F ,   48.9 °F ,83%,   29.77 in ,   10.0 mi ,West,   12.7 mph ,Overcast
2/18/2017,11:50 PM,   53.6 °F ,   48.2 °F ,82%,   29.78 in ,   10.0 mi ,West,   11.5 mph ,Overcast
2/18/2017,11:53 PM,   54.0 °F ,   48.9 °F ,83%,   29.78 in ,   10.0 mi ,West,   9.2 mph ,Overcast
2/19/2017,12:53 AM,   54.0 °F ,   48.9 °F ,83%,   29.79 in ,   6.0 mi ,West,   4.6 mph ,Light Rain
2/19/2017,1:05 AM,   54.0 °F ,   48.9 °F ,83%,   29.79 in ,   9.0 mi ,WSW,   5.8 mph ,Overcast
2/19/2017,1:30 AM,   53.1 °F ,   48.9 °F ,86%,   29.80 in ,   6.0 mi ,West,   8.1 mph ,Light Rain
2/19/2017,1:53 AM,   54.0 °F ,   48.9 °F ,83%,   29.79 in ,   10.0 mi ,WSW,   4.6 mph ,Overcast
2/19/2017,2:01 AM,   54.0 °F ,   48.9 °F ,83%,   29.79 in ,   10.0 mi ,SW,   4.6 mph ,Overcast
2/19/2017,2:44 AM,   53.1 °F ,   50.0 °F ,89%,   29.81 in ,   8.0 mi ,West,   3.5 mph ,Overcast
2/19/2017,2:53 AM,   53.1 °F ,   50.0 °F ,89%,   29.81 in ,   9.0 mi ,West,   3.5 mph ,Overcast
2/19/2017,3:53 AM,   53.1 °F ,   50.0 °F ,89%,   29.84 in ,   8.0 mi ,Calm,Calm,Overcast
2/19/2017,4:31 AM,   53.1 °F ,   48.9 °F ,86%,   29.85 in ,   9.0 mi ,SW,   5.8 mph ,Overcast
2/19/2017,4:38 AM,   53.1 °F ,   48.9 °F ,86%,   29.85 in ,   9.0 mi ,SW,   6.9 mph ,Overcast
2/19/2017,4:53 AM,   53.1 °F ,   48.9 °F ,86%,   29.85 in ,   10.0 mi ,Calm,Calm,Overcast
2/19/2017,5:53 AM,   53.1 °F ,   50.0 °F ,89%,   29.87 in ,   10.0 mi ,Calm,Calm,Overcast
2/19/2017,6:20 AM,   53.1 °F ,   48.9 °F ,86%,   29.88 in ,   10.0 mi ,South,   4.6 mph ,Overcast
2/19/2017,6:53 AM,   53.1 °F ,   48.9 °F ,86%,   29.89 in ,   8.0 mi ,South,   6.9 mph ,Overcast
2/19/2017,7:19 AM,   52.0 °F ,   48.9 °F ,89%,   29.91 in ,   2.5 mi ,South,   5.8 mph ,Light Rain
2/19/2017,7:53 AM,   53.1 °F ,   48.9 °F ,86%,   29.93 in ,   2.5 mi ,SW,   3.5 mph ,Overcast
2/19/2017,8:00 AM,   53.1 °F ,   48.9 °F ,86%,   29.93 in ,   6.0 mi ,SW,   8.1 mph ,Overcast
2/19/2017,8:53 AM,   54.0 °F ,   50.0 °F ,86%,   29.95 in ,   6.0 mi ,WSW,   5.8 mph ,Overcast
2/19/2017,9:53 AM,   55.0 °F ,   48.9 °F ,80%,   29.98 in ,   10.0 mi ,WSW,   8.1 mph ,Overcast
2/19/2017,10:53 AM,   55.9 °F ,   48.9 °F ,77%,   30.00 in ,   10.0 mi ,WSW,   10.4 mph ,Mostly Cloudy
2/19/2017,11:53 AM,   57.9 °F ,   48.9 °F ,72%,   30.00 in ,   10.0 mi ,WSW,   10.4 mph ,Mostly Cloudy
2/19/2017,12:53 PM,   57.0 °F ,   46.0 °F ,67%,   30.00 in ,   10.0 mi ,WSW,   12.7 mph ,Mostly Cloudy
2/19/2017,1:06 PM,   59.0 °F ,   46.0 °F ,62%,   30.00 in ,   10.0 mi ,WSW,   12.7 mph ,Mostly Cloudy
2/19/2017,1:53 PM,   57.9 °F ,   45.0 °F ,62%,   30.01 in ,   10.0 mi ,WSW,   11.5 mph ,Overcast
2/19/2017,2:53 PM,   57.0 °F ,   46.0 °F ,67%,   30.02 in ,   10.0 mi ,West,   6.9 mph ,Overcast
2/19/2017,3:53 PM,   57.0 °F ,   44.1 °F ,62%,   30.03 in ,   10.0 mi ,West,   6.9 mph ,Overcast
2/19/2017,4:53 PM,   55.9 °F ,   44.1 °F ,64%,   30.05 in ,   10.0 mi ,SW,   4.6 mph ,Overcast
2/19/2017,5:53 PM,   55.0 °F ,   44.1 °F ,67%,   30.06 in ,   10.0 mi ,WSW,   3.5 mph ,Partly Cloudy
2/19/2017,6:53 PM,   54.0 °F ,   44.1 °F ,69%,   30.09 in ,   10.0 mi ,South,   3.5 mph ,Partly Cloudy
2/19/2017,7:53 PM,   54.0 °F ,   45.0 °F ,72%,   30.13 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
2/19/2017,8:53 PM,   53.1 °F ,   45.0 °F ,74%,   30.15 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
2/19/2017,9:53 PM,   51.1 °F ,   45.0 °F ,80%,   30.16 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/19/2017,10:53 PM,   51.1 °F ,   46.0 °F ,83%,   30.17 in ,   10.0 mi ,East,   3.5 mph ,Overcast
2/19/2017,11:53 PM,   52.0 °F ,   46.0 °F ,80%,   30.19 in ,   10.0 mi ,East,   3.5 mph ,Overcast
2/20/2017,12:53 AM,   53.1 °F ,   46.0 °F ,77%,   30.19 in ,   10.0 mi ,Calm,Calm,Overcast
2/20/2017,1:53 AM,   52.0 °F ,   46.0 °F ,80%,   30.18 in ,   10.0 mi ,ESE,   4.6 mph ,Overcast
2/20/2017,2:53 AM,   53.1 °F ,   46.0 °F ,77%,   30.19 in ,   10.0 mi ,Calm,Calm,Overcast
2/20/2017,3:53 AM,   52.0 °F ,   46.0 °F ,80%,   30.19 in ,   10.0 mi ,Calm,Calm,Overcast
2/20/2017,4:53 AM,   52.0 °F ,   46.9 °F ,83%,   30.21 in ,   10.0 mi ,Calm,Calm,Overcast
2/20/2017,5:53 AM,   51.1 °F ,   46.0 °F ,83%,   30.21 in ,   10.0 mi ,East,   3.5 mph ,Mostly Cloudy
2/20/2017,6:53 AM,   53.1 °F ,   46.9 °F ,80%,   30.24 in ,   10.0 mi ,Calm,Calm,Overcast
2/20/2017,7:53 AM,   54.0 °F ,   46.0 °F ,75%,   30.25 in ,   10.0 mi ,ESE,   4.6 mph ,Scattered Clouds
2/20/2017,8:53 AM,   57.0 °F ,   45.0 °F ,64%,   30.27 in ,   10.0 mi ,East,   3.5 mph ,Mostly Cloudy
2/20/2017,9:53 AM,   60.1 °F ,   46.9 °F ,62%,   30.28 in ,   10.0 mi ,Calm,Calm,Unknown
2/20/2017,10:53 AM,   62.1 °F ,   46.9 °F ,58%,   30.28 in ,   10.0 mi ,Calm,Calm,Overcast
2/20/2017,11:53 AM,   64.9 °F ,   48.9 °F ,56%,   30.25 in ,   10.0 mi ,Calm,Calm,Light Rain
2/20/2017,12:53 PM,   66.0 °F ,   50.0 °F ,56%,   30.23 in ,   10.0 mi ,Calm,Calm,Light Rain
2/20/2017,1:53 PM,   66.0 °F ,   51.1 °F ,59%,   30.22 in ,   10.0 mi ,WSW,   9.2 mph ,Partly Cloudy
2/20/2017,2:53 PM,   66.0 °F ,   51.1 °F ,59%,   30.22 in ,   10.0 mi ,SW,   9.2 mph ,Clear
2/20/2017,3:53 PM,   64.9 °F ,   51.1 °F ,61%,   30.23 in ,   10.0 mi ,NW,   10.4 mph ,Clear
2/20/2017,4:53 PM,   62.1 °F ,   51.1 °F ,67%,   30.24 in ,   10.0 mi ,WNW,   10.4 mph ,Clear
2/20/2017,5:53 PM,   60.1 °F ,   51.1 °F ,72%,   30.26 in ,   10.0 mi ,NW,   10.4 mph ,Clear
2/20/2017,6:53 PM,   57.9 °F ,   52.0 °F ,81%,   30.28 in ,   10.0 mi ,NW,   9.2 mph ,Clear
2/20/2017,7:53 PM,   57.0 °F ,   52.0 °F ,83%,   30.29 in ,   10.0 mi ,North,   5.8 mph ,Clear
2/20/2017,8:53 PM,   57.0 °F ,   52.0 °F ,83%,   30.29 in ,   10.0 mi ,North,   3.5 mph ,Partly Cloudy
2/20/2017,9:53 PM,   57.0 °F ,   52.0 °F ,83%,   30.30 in ,   10.0 mi ,NW,   4.6 mph ,Clear
2/20/2017,10:53 PM,   55.9 °F ,   52.0 °F ,87%,   30.31 in ,   10.0 mi ,NNW,   5.8 mph ,Clear
2/20/2017,11:53 PM,   55.0 °F ,   51.1 °F ,86%,   30.31 in ,   10.0 mi ,NNE,   3.5 mph ,Clear
2/21/2017,12:53 AM,   54.0 °F ,   51.1 °F ,90%,   30.32 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
2/21/2017,1:53 AM,   53.1 °F ,   50.0 °F ,89%,   30.30 in ,   10.0 mi ,Calm,Calm,Clear
2/21/2017,2:53 AM,   53.1 °F ,   48.9 °F ,86%,   30.29 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
2/21/2017,3:53 AM,   53.1 °F ,   48.9 °F ,86%,   30.28 in ,   10.0 mi ,Calm,Calm,Clear
2/21/2017,4:53 AM,   53.1 °F ,   50.0 °F ,89%,   30.28 in ,   10.0 mi ,Calm,Calm,Clear
2/21/2017,5:53 AM,   52.0 °F ,   48.9 °F ,89%,   30.29 in ,   10.0 mi ,Calm,Calm,Clear
2/21/2017,6:53 AM,   54.0 °F ,   50.0 °F ,86%,   30.29 in ,   10.0 mi ,NNE,   4.6 mph ,Clear
2/21/2017,7:53 AM,   57.0 °F ,   52.0 °F ,83%,   30.31 in ,   10.0 mi ,Calm,Calm,Clear
2/21/2017,8:53 AM,   62.1 °F ,   53.1 °F ,72%,   30.31 in ,   10.0 mi ,Variable,   3.5 mph ,Clear
2/21/2017,9:53 AM,   64.9 °F ,   53.1 °F ,65%,   30.32 in ,   10.0 mi ,NW,   5.8 mph ,Clear
2/21/2017,10:53 AM,   68.0 °F ,   53.1 °F ,59%,   30.32 in ,   10.0 mi ,NW,   8.1 mph ,Clear
2/21/2017,11:53 AM,   71.1 °F ,   53.1 °F ,53%,   30.28 in ,   10.0 mi ,Calm,Calm,Light Rain
2/21/2017,12:53 PM,   73.9 °F ,   45.0 °F ,35%,   30.23 in ,   10.0 mi ,Calm,Calm,Clear
2/21/2017,1:53 PM,   66.9 °F ,   54.0 °F ,63%,   30.22 in ,   10.0 mi ,WNW,   13.8 mph ,Clear
2/21/2017,2:53 PM,   66.9 °F ,   54.0 °F ,63%,   30.22 in ,   10.0 mi ,NW,   12.7 mph ,Clear
2/21/2017,3:53 PM,   66.9 °F ,   53.1 °F ,61%,   30.21 in ,   10.0 mi ,NW,   10.4 mph ,Clear
2/21/2017,4:53 PM,   63.0 °F ,   53.1 °F ,70%,   30.20 in ,   10.0 mi ,NW,   10.4 mph ,Clear
2/21/2017,5:53 PM,   60.1 °F ,   53.1 °F ,78%,   30.21 in ,   10.0 mi ,NW,   9.2 mph ,Clear
2/21/2017,6:53 PM,   59.0 °F ,   54.0 °F ,83%,   30.22 in ,   9.0 mi ,NW,   9.2 mph ,Clear
2/21/2017,7:53 PM,   57.9 °F ,   54.0 °F ,87%,   30.22 in ,   10.0 mi ,North,   4.6 mph ,Clear
2/21/2017,8:53 PM,   57.0 °F ,   54.0 °F ,89%,   30.22 in ,   10.0 mi ,North,   4.6 mph ,Clear
2/21/2017,9:53 PM,   57.0 °F ,   54.0 °F ,89%,   30.21 in ,   10.0 mi ,Calm,Calm,Clear
2/21/2017,10:33 PM,   57.0 °F ,   54.0 °F ,89%,   30.21 in ,   10.0 mi ,NNW,   3.5 mph ,Scattered Clouds
2/21/2017,10:42 PM,   57.0 °F ,   54.0 °F ,89%,   30.21 in ,   10.0 mi ,NNW,   5.8 mph ,Mostly Cloudy
2/21/2017,10:53 PM,   57.0 °F ,   54.0 °F ,89%,   30.20 in ,   9.0 mi ,NNW,   5.8 mph ,Mostly Cloudy
2/21/2017,11:27 PM,   57.0 °F ,   54.0 °F ,89%,   30.21 in ,   8.0 mi ,NNW,   4.6 mph ,Scattered Clouds
2/21/2017,11:36 PM,   57.0 °F ,   54.0 °F ,89%,   30.20 in ,   8.0 mi ,NNW,   3.5 mph ,Mostly Cloudy
2/21/2017,11:53 PM,   55.9 °F ,   54.0 °F ,93%,   30.19 in ,   7.0 mi ,Calm,Calm,Mostly Cloudy
2/22/2017,12:02 AM,   55.9 °F ,   54.0 °F ,93%,   30.20 in ,   7.0 mi ,Calm,Calm,Scattered Clouds
2/22/2017,12:34 AM,   55.0 °F ,   53.1 °F ,93%,   30.20 in ,   8.0 mi ,Calm,Calm,Mostly Cloudy
2/22/2017,12:53 AM,   55.9 °F ,   53.1 °F ,90%,   30.19 in ,   7.0 mi ,Calm,Calm,Overcast
2/22/2017,1:25 AM,   55.9 °F ,   53.1 °F ,90%,   30.18 in ,   6.0 mi ,Calm,Calm,Overcast
2/22/2017,1:53 AM,   55.9 °F ,   53.1 °F ,90%,   30.17 in ,   5.0 mi ,NNW,   3.5 mph ,Overcast
2/22/2017,2:15 AM,   55.9 °F ,   53.1 °F ,90%,   30.16 in ,   4.0 mi ,WNW,   3.5 mph ,Overcast
2/22/2017,2:53 AM,   55.9 °F ,   53.1 °F ,90%,   30.15 in ,   4.0 mi ,NW,   6.9 mph ,Overcast
2/22/2017,3:45 AM,   55.9 °F ,   53.1 °F ,90%,   30.15 in ,   5.0 mi ,North,   5.8 mph ,Overcast
2/22/2017,3:53 AM,   55.9 °F ,   53.1 °F ,90%,   30.14 in ,   5.0 mi ,North,   5.8 mph ,Overcast
2/22/2017,4:08 AM,   55.9 °F ,   53.1 °F ,90%,   30.15 in ,   2.5 mi ,North,   4.6 mph ,Overcast
2/22/2017,4:36 AM,   55.9 °F ,   54.0 °F ,93%,   30.14 in ,   1.5 mi ,Variable,   3.5 mph ,Overcast
2/22/2017,4:53 AM,   55.9 °F ,   54.0 °F ,93%,   30.13 in ,   1.8 mi ,North,   3.5 mph ,Overcast
2/22/2017,5:01 AM,   55.9 °F ,   54.0 °F ,93%,   30.14 in ,   2.0 mi ,Variable,   3.5 mph ,Overcast
2/22/2017,5:53 AM,   55.9 °F ,   54.0 °F ,93%,   30.14 in ,   2.5 mi ,NNW,   3.5 mph ,Overcast
2/22/2017,6:16 AM,   55.9 °F ,   53.1 °F ,90%,   30.15 in ,   2.0 mi ,WNW,   6.9 mph ,Overcast
2/22/2017,6:23 AM,   55.9 °F ,   53.1 °F ,90%,   30.15 in ,   3.0 mi ,WNW,   5.8 mph ,Overcast
2/22/2017,6:53 AM,   55.9 °F ,   52.0 °F ,87%,   30.14 in ,   6.0 mi ,NW,   8.1 mph ,Mostly Cloudy
2/22/2017,7:53 AM,   57.0 °F ,   51.1 °F ,81%,   30.14 in ,   10.0 mi ,NW,   5.8 mph ,Mostly Cloudy
2/22/2017,8:53 AM,   57.9 °F ,   48.9 °F ,72%,   30.16 in ,   10.0 mi ,WNW,   11.5 mph ,Mostly Cloudy
2/22/2017,9:53 AM,   60.1 °F ,   48.9 °F ,67%,   30.15 in ,   10.0 mi ,NW,   10.4 mph ,Scattered Clouds
2/22/2017,10:00 AM,   60.1 °F ,   50.0 °F ,69%,   30.16 in ,   10.0 mi ,WNW,   9.2 mph ,Mostly Cloudy
2/22/2017,10:53 AM,   61.0 °F ,   46.9 °F ,60%,   30.15 in ,   10.0 mi ,WNW,   11.5 mph ,Mostly Cloudy
2/22/2017,11:53 AM,   61.0 °F ,   46.9 °F ,60%,   30.12 in ,   10.0 mi ,WNW,   10.4 mph ,Mostly Cloudy
2/22/2017,12:53 PM,   61.0 °F ,   45.0 °F ,56%,   30.09 in ,   10.0 mi ,West,   9.2 mph ,Mostly Cloudy
2/22/2017,1:53 PM,   60.1 °F ,   48.0 °F ,64%,   30.08 in ,   10.0 mi ,West,   13.8 mph ,Mostly Cloudy
2/22/2017,2:53 PM,   59.0 °F ,   44.1 °F ,58%,   30.07 in ,   10.0 mi ,NW,   13.8 mph ,Scattered Clouds
2/22/2017,3:53 PM,   57.9 °F ,   43.0 °F ,58%,   30.07 in ,   10.0 mi ,West,   13.8 mph ,Scattered Clouds
2/22/2017,4:53 PM,   57.0 °F ,   43.0 °F ,59%,   30.07 in ,   10.0 mi ,WNW,   12.7 mph ,Mostly Cloudy
2/22/2017,5:05 PM,   57.0 °F ,   43.0 °F ,59%,   30.07 in ,   10.0 mi ,WNW,   12.7 mph ,Mostly Cloudy
2/22/2017,5:14 PM,   55.9 °F ,   44.1 °F ,64%,   30.07 in ,   10.0 mi ,WNW,   12.7 mph ,Mostly Cloudy
2/22/2017,5:53 PM,   55.0 °F ,   44.1 °F ,67%,   30.07 in ,   10.0 mi ,WNW,   9.2 mph ,Scattered Clouds
2/22/2017,6:53 PM,   54.0 °F ,   44.1 °F ,69%,   30.06 in ,   10.0 mi ,WSW,   5.8 mph ,Clear
2/22/2017,7:53 PM,   54.0 °F ,   44.1 °F ,69%,   30.07 in ,   10.0 mi ,West,   5.8 mph ,Partly Cloudy
2/22/2017,8:53 PM,   54.0 °F ,   45.0 °F ,72%,   30.07 in ,   10.0 mi ,West,   3.5 mph ,Clear
2/22/2017,9:53 PM,   50.0 °F ,   44.1 °F ,80%,   30.07 in ,   10.0 mi ,Calm,Calm,Clear
2/22/2017,10:53 PM,   50.0 °F ,   44.1 °F ,80%,   30.06 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/22/2017,11:53 PM,   50.0 °F ,   45.0 °F ,83%,   30.06 in ,   10.0 mi ,ESE,   4.6 mph ,Scattered Clouds
2/23/2017,12:53 AM,   54.0 °F ,   46.9 °F ,77%,   30.05 in ,   10.0 mi ,West,   5.8 mph ,Mostly Cloudy
2/23/2017,1:29 AM,   54.0 °F ,   48.0 °F ,80%,   30.05 in ,   10.0 mi ,West,   5.8 mph ,Mostly Cloudy
2/23/2017,1:42 AM,   53.1 °F ,   48.0 °F ,83%,   30.05 in ,   10.0 mi ,WNW,   5.8 mph ,Scattered Clouds
2/23/2017,1:53 AM,   53.1 °F ,   46.9 °F ,80%,   30.04 in ,   10.0 mi ,WNW,   5.8 mph ,Partly Cloudy
2/23/2017,2:53 AM,   52.0 °F ,   42.1 °F ,69%,   30.03 in ,   10.0 mi ,NNW,   4.6 mph ,Clear
2/23/2017,3:53 AM,   51.1 °F ,   42.1 °F ,71%,   30.03 in ,   10.0 mi ,NNW,   4.6 mph ,Clear
2/23/2017,4:53 AM,   48.0 °F ,   41.0 °F ,77%,   30.04 in ,   10.0 mi ,Calm,Calm,Clear
2/23/2017,5:53 AM,   46.9 °F ,   39.0 °F ,74%,   30.06 in ,   10.0 mi ,ENE,   3.5 mph ,Partly Cloudy
2/23/2017,6:53 AM,   46.9 °F ,   39.0 °F ,74%,   30.07 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
2/23/2017,7:53 AM,   54.0 °F ,   37.9 °F ,55%,   30.08 in ,   10.0 mi ,NW,   3.5 mph ,Clear
2/23/2017,8:53 AM,   55.0 °F ,   37.0 °F ,51%,   30.08 in ,   10.0 mi ,NNW,   4.6 mph ,Scattered Clouds
2/23/2017,9:53 AM,   57.0 °F ,   37.0 °F ,47%,   30.09 in ,   10.0 mi ,NNW,   11.5 mph ,Scattered Clouds
2/23/2017,10:53 AM,   57.0 °F ,   34.0 °F ,42%,   30.08 in ,   10.0 mi ,WNW,   8.1 mph ,Scattered Clouds
2/23/2017,11:53 AM,   57.0 °F ,   33.1 °F ,40%,   30.07 in ,   10.0 mi ,NNW,   11.5 mph ,Partly Cloudy
2/23/2017,12:53 PM,   57.0 °F ,   34.0 °F ,42%,   30.06 in ,   10.0 mi ,West,   15.0 mph ,Partly Cloudy
2/23/2017,1:53 PM,   57.0 °F ,   34.0 °F ,42%,   30.05 in ,   10.0 mi ,West,   11.5 mph ,Partly Cloudy
2/23/2017,2:53 PM,   57.0 °F ,   33.1 °F ,40%,   30.04 in ,   10.0 mi ,WNW,   11.5 mph ,Partly Cloudy
2/23/2017,3:53 PM,   55.0 °F ,   33.1 °F ,43%,   30.06 in ,   10.0 mi ,WNW,   8.1 mph ,Partly Cloudy
2/23/2017,4:53 PM,   55.0 °F ,   35.1 °F ,47%,   30.06 in ,   10.0 mi ,NW,   5.8 mph ,Partly Cloudy
2/23/2017,5:53 PM,   53.1 °F ,   36.0 °F ,52%,   30.07 in ,   10.0 mi ,West,   8.1 mph ,Clear
2/23/2017,6:53 PM,   51.1 °F ,   36.0 °F ,56%,   30.09 in ,   10.0 mi ,WNW,   5.8 mph ,Clear
2/23/2017,7:53 PM,   51.1 °F ,   34.0 °F ,52%,   30.10 in ,   10.0 mi ,North,   3.5 mph ,Clear
2/23/2017,8:53 PM,   48.0 °F ,   36.0 °F ,63%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/23/2017,9:53 PM,   46.0 °F ,   37.0 °F ,71%,   30.12 in ,   10.0 mi ,SE,   4.6 mph ,Clear
2/23/2017,10:53 PM,   44.1 °F ,   36.0 °F ,73%,   30.12 in ,   10.0 mi ,ESE,   5.8 mph ,Clear
2/23/2017,11:53 PM,   44.1 °F ,   36.0 °F ,73%,   30.13 in ,   10.0 mi ,East,   4.6 mph ,Clear
2/24/2017,12:53 AM,   44.1 °F ,   36.0 °F ,73%,   30.13 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
2/24/2017,1:53 AM,   44.1 °F ,   36.0 °F ,73%,   30.12 in ,   10.0 mi ,East,   5.8 mph ,Clear
2/24/2017,2:53 AM,   43.0 °F ,   36.0 °F ,76%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2017,3:53 AM,   41.0 °F ,   35.1 °F ,79%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2017,4:53 AM,   42.1 °F ,   36.0 °F ,79%,   30.11 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
2/24/2017,5:53 AM,   42.1 °F ,   35.1 °F ,76%,   30.13 in ,   10.0 mi ,SSE,   3.5 mph ,Clear
2/24/2017,6:53 AM,   41.0 °F ,   36.0 °F ,82%,   30.15 in ,   10.0 mi ,ESE,   5.8 mph ,Partly Cloudy
2/24/2017,7:53 AM,   48.0 °F ,   37.9 °F ,68%,   30.17 in ,   10.0 mi ,ESE,   4.6 mph ,Partly Cloudy
2/24/2017,8:53 AM,   52.0 °F ,   37.9 °F ,59%,   30.18 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
2/24/2017,9:53 AM,   55.9 °F ,   37.0 °F ,49%,   30.18 in ,   10.0 mi ,NNW,   6.9 mph ,Partly Cloudy
2/24/2017,10:53 AM,   59.0 °F ,   36.0 °F ,42%,   30.17 in ,   10.0 mi ,Variable,   6.9 mph ,Clear
2/24/2017,11:53 AM,   60.1 °F ,   33.1 °F ,36%,   30.16 in ,   10.0 mi ,NNW,   6.9 mph ,Clear
2/24/2017,12:53 PM,   60.1 °F ,   37.0 °F ,42%,   30.14 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
2/24/2017,1:53 PM,   60.1 °F ,   39.0 °F ,46%,   30.14 in ,   10.0 mi ,WNW,   9.2 mph ,Clear
2/24/2017,2:53 PM,   60.1 °F ,   39.0 °F ,46%,   30.13 in ,   10.0 mi ,West,   6.9 mph ,Clear
2/24/2017,3:53 PM,   59.0 °F ,   39.0 °F ,48%,   30.13 in ,   10.0 mi ,West,   9.2 mph ,Clear
2/24/2017,4:53 PM,   57.0 °F ,   37.0 °F ,47%,   30.14 in ,   10.0 mi ,WNW,   9.2 mph ,Clear
2/24/2017,5:53 PM,   54.0 °F ,   37.0 °F ,53%,   30.15 in ,   10.0 mi ,NW,   8.1 mph ,Clear
2/24/2017,6:53 PM,   53.1 °F ,   39.0 °F ,59%,   30.16 in ,   10.0 mi ,NNW,   6.9 mph ,Clear
2/24/2017,7:53 PM,   52.0 °F ,   39.0 °F ,61%,   30.16 in ,   10.0 mi ,North,   5.8 mph ,Clear
2/24/2017,8:53 PM,   50.0 °F ,   37.9 °F ,63%,   30.17 in ,   10.0 mi ,North,   3.5 mph ,Clear
2/24/2017,9:53 PM,   48.0 °F ,   36.0 °F ,63%,   30.18 in ,   10.0 mi ,NE,   3.5 mph ,Clear
2/24/2017,10:53 PM,   48.0 °F ,   35.1 °F ,61%,   30.17 in ,   10.0 mi ,NE,   3.5 mph ,Clear
2/24/2017,11:53 PM,   46.0 °F ,   36.0 °F ,68%,   30.18 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2017,12:53 AM,   44.1 °F ,   35.1 °F ,71%,   30.17 in ,   10.0 mi ,NE,   4.6 mph ,Clear
2/25/2017,1:53 AM,   45.0 °F ,   37.9 °F ,76%,   30.14 in ,   10.0 mi ,NE,   3.5 mph ,Clear
2/25/2017,2:53 AM,   44.1 °F ,   37.0 °F ,76%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2017,3:53 AM,   43.0 °F ,   37.0 °F ,80%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2017,4:53 AM,   41.0 °F ,   36.0 °F ,82%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2017,5:53 AM,   41.0 °F ,   36.0 °F ,82%,   30.12 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
2/25/2017,6:53 AM,   41.0 °F ,   36.0 °F ,82%,   30.12 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/25/2017,7:53 AM,   48.9 °F ,   39.0 °F ,69%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
