Day,Time (PST),Temp,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions
2/17/2018,12:53 PM,   73.9 °F ,   18.0 °F ,12%,   30.07 in ,   10.0 mi ,West,   6.9 mph ,Clear
2/17/2018,1:53 PM,   75.0 °F ,   19.0 °F ,12%,   30.05 in ,   10.0 mi ,WNW,   11.5 mph ,Clear
2/17/2018,2:53 PM,   73.0 °F ,   19.9 °F ,14%,   30.03 in ,   10.0 mi ,WNW,   11.5 mph ,Clear
2/17/2018,3:53 PM,   72.0 °F ,   18.0 °F ,13%,   30.03 in ,   10.0 mi ,NW,   12.7 mph ,Clear
2/17/2018,4:53 PM,   69.1 °F ,   21.0 °F ,16%,   30.04 in ,   10.0 mi ,NNW,   10.4 mph ,Clear
2/17/2018,5:53 PM,   64.9 °F ,   27.0 °F ,24%,   30.04 in ,   10.0 mi ,NW,   5.8 mph ,Clear
2/17/2018,6:53 PM,   63.0 °F ,   30.9 °F ,30%,   30.05 in ,   10.0 mi ,NNW,   4.6 mph ,Clear
2/17/2018,7:53 PM,   61.0 °F ,   30.9 °F ,32%,   30.05 in ,   10.0 mi ,North,   4.6 mph ,Clear
2/17/2018,8:53 PM,   57.9 °F ,   35.1 °F ,42%,   30.05 in ,   10.0 mi ,NE,   3.5 mph ,Clear
2/17/2018,9:53 PM,   55.0 °F ,   34.0 °F ,45%,   30.05 in ,   10.0 mi ,NE,   3.5 mph ,Clear
2/17/2018,10:53 PM,   55.9 °F ,   33.1 °F ,42%,   30.04 in ,   10.0 mi ,Calm,Calm,Clear
2/17/2018,11:53 PM,   55.0 °F ,   32.0 °F ,42%,   30.03 in ,   10.0 mi ,Calm,Calm,Clear
2/18/2018,12:53 AM,   52.0 °F ,   32.0 °F ,47%,   30.03 in ,   10.0 mi ,Calm,Calm,Clear
2/18/2018,1:53 AM,   52.0 °F ,   30.0 °F ,43%,   30.01 in ,   10.0 mi ,NNE,   4.6 mph ,Clear
2/18/2018,2:53 AM,   51.1 °F ,   30.0 °F ,44%,   30.00 in ,   10.0 mi ,ENE,   3.5 mph ,Clear
2/18/2018,3:53 AM,   52.0 °F ,   30.0 °F ,43%,   29.99 in ,   10.0 mi ,Calm,Calm,Clear
2/18/2018,4:53 AM,   52.0 °F ,   30.9 °F ,45%,   29.98 in ,   10.0 mi ,Calm,Calm,Overcast
2/18/2018,5:53 AM,   51.1 °F ,   32.0 °F ,48%,   29.99 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
2/18/2018,6:53 AM,   48.9 °F ,   32.0 °F ,52%,   30.00 in ,   10.0 mi ,SE,   3.5 mph ,Scattered Clouds
2/18/2018,7:53 AM,   57.0 °F ,   33.1 °F ,40%,   30.00 in ,   10.0 mi ,SE,   3.5 mph ,Scattered Clouds
2/18/2018,8:53 AM,   61.0 °F ,   50.0 °F ,67%,   30.01 in ,   10.0 mi ,West,   3.5 mph ,Scattered Clouds
2/18/2018,9:53 AM,   64.0 °F ,   48.0 °F ,56%,   30.01 in ,   10.0 mi ,Variable,   4.6 mph ,Mostly Cloudy
2/18/2018,10:53 AM,   68.0 °F ,   43.0 °F ,40%,   29.99 in ,   10.0 mi ,West,   5.8 mph ,Scattered Clouds
2/18/2018,11:53 AM,   66.9 °F ,   46.0 °F ,47%,   29.98 in ,   10.0 mi ,West,   12.7 mph ,Partly Cloudy
2/18/2018,12:53 PM,   68.0 °F ,   44.1 °F ,42%,   29.95 in ,   10.0 mi ,WSW,   9.2 mph ,Mostly Cloudy
2/18/2018,1:53 PM,   66.0 °F ,   44.1 °F ,45%,   29.94 in ,   10.0 mi ,WSW,   10.4 mph ,Partly Cloudy
2/18/2018,2:53 PM,   66.9 °F ,   37.9 °F ,34%,   29.92 in ,   10.0 mi ,WSW,   9.2 mph ,Clear
2/18/2018,3:53 PM,   63.0 °F ,   46.9 °F ,56%,   29.92 in ,   10.0 mi ,WSW,   10.4 mph ,Clear
2/18/2018,4:53 PM,   60.1 °F ,   51.1 °F ,72%,   29.92 in ,   10.0 mi ,WSW,   9.2 mph ,Scattered Clouds
2/18/2018,5:53 PM,   57.9 °F ,   50.0 °F ,75%,   29.92 in ,   10.0 mi ,WSW,   6.9 mph ,Scattered Clouds
2/18/2018,6:13 PM,   57.9 °F ,   50.0 °F ,75%,   29.93 in ,   10.0 mi ,WSW,   8.1 mph ,Mostly Cloudy
2/18/2018,6:53 PM,   57.0 °F ,   48.9 °F ,74%,   29.92 in ,   10.0 mi ,SSW,   8.1 mph ,Mostly Cloudy
2/18/2018,7:53 PM,   57.0 °F ,   48.0 °F ,72%,   29.92 in ,   10.0 mi ,SSW,   6.9 mph ,Mostly Cloudy
2/18/2018,8:34 PM,   57.0 °F ,   46.0 °F ,67%,   29.93 in ,   10.0 mi ,SSW,   6.9 mph ,Mostly Cloudy
2/18/2018,8:53 PM,   57.9 °F ,   46.9 °F ,67%,   29.93 in ,   10.0 mi ,South,   6.9 mph ,Overcast
2/18/2018,9:10 PM,   57.9 °F ,   46.9 °F ,67%,   29.93 in ,   10.0 mi ,South,   8.1 mph ,Overcast
2/18/2018,9:53 PM,   57.9 °F ,   46.9 °F ,67%,   29.92 in ,   10.0 mi ,South,   8.1 mph ,Overcast
2/18/2018,10:53 PM,   55.9 °F ,   50.0 °F ,80%,   29.91 in ,   10.0 mi ,South,   8.1 mph ,Light Rain
2/18/2018,11:02 PM,   55.9 °F ,   50.0 °F ,80%,   29.92 in ,   10.0 mi ,SSW,   5.8 mph ,Overcast
2/18/2018,11:53 PM,   57.0 °F ,   50.0 °F ,77%,   29.91 in ,   10.0 mi ,SSW,   10.4 mph ,Overcast
2/19/2018,12:24 AM,   57.0 °F ,   48.0 °F ,72%,   29.91 in ,   10.0 mi ,West,   11.5 mph ,Overcast
2/19/2018,12:53 AM,   55.9 °F ,   46.9 °F ,72%,   29.90 in ,   10.0 mi ,West,   13.8 mph ,Overcast
2/19/2018,1:01 AM,   55.9 °F ,   46.0 °F ,69%,   29.90 in ,   10.0 mi ,West,   16.1 mph ,Overcast
2/19/2018,1:35 AM,   55.0 °F ,   43.0 °F ,64%,   29.90 in ,   10.0 mi ,West,   16.1 mph ,Overcast
2/19/2018,1:53 AM,   55.0 °F ,   43.0 °F ,64%,   29.89 in ,   10.0 mi ,West,   15.0 mph ,Overcast
2/19/2018,2:53 AM,   54.0 °F ,   39.9 °F ,59%,   29.89 in ,   10.0 mi ,WSW,   16.1 mph ,Overcast
2/19/2018,3:53 AM,   54.0 °F ,   37.9 °F ,55%,   29.88 in ,   10.0 mi ,West,   13.8 mph ,Overcast
2/19/2018,4:53 AM,   54.0 °F ,   35.1 °F ,49%,   29.89 in ,   10.0 mi ,West,   8.1 mph ,Overcast
2/19/2018,5:53 AM,   53.1 °F ,   35.1 °F ,50%,   29.90 in ,   10.0 mi ,West,   15.0 mph ,Mostly Cloudy
2/19/2018,6:53 AM,   53.1 °F ,   36.0 °F ,52%,   29.90 in ,   10.0 mi ,WSW,   15.0 mph ,Mostly Cloudy
2/19/2018,7:53 AM,   54.0 °F ,   34.0 °F ,47%,   29.93 in ,   10.0 mi ,West,   16.1 mph ,Mostly Cloudy
2/19/2018,8:53 AM,   57.0 °F ,   33.1 °F ,40%,   29.94 in ,   10.0 mi ,West,   12.7 mph ,Scattered Clouds
2/19/2018,9:53 AM,   57.0 °F ,   32.0 °F ,39%,   29.96 in ,   10.0 mi ,West,   19.6 mph ,Partly Cloudy
2/19/2018,10:53 AM,   57.9 °F ,   30.9 °F ,36%,   29.96 in ,   10.0 mi ,WNW,   20.7 mph ,Partly Cloudy
2/19/2018,11:53 AM,   57.9 °F ,   30.0 °F ,35%,   29.95 in ,   10.0 mi ,WNW,   12.7 mph ,Scattered Clouds
2/19/2018,12:53 PM,   57.0 °F ,   32.0 °F ,39%,   29.94 in ,   10.0 mi ,West,   18.4 mph ,Scattered Clouds
2/19/2018,1:53 PM,   57.9 °F ,   26.1 °F ,30%,   29.94 in ,   10.0 mi ,West,   17.3 mph ,Partly Cloudy
2/19/2018,2:53 PM,   57.9 °F ,   30.9 °F ,36%,   29.94 in ,   10.0 mi ,West,   18.4 mph ,Partly Cloudy
2/19/2018,3:53 PM,   55.9 °F ,   34.0 °F ,44%,   29.94 in ,   10.0 mi ,West,   18.4 mph ,Partly Cloudy
2/19/2018,4:53 PM,   55.0 °F ,   34.0 °F ,45%,   29.94 in ,   10.0 mi ,West,   17.3 mph ,Scattered Clouds
2/19/2018,5:53 PM,   52.0 °F ,   32.0 °F ,47%,   29.95 in ,   10.0 mi ,West,   16.1 mph ,Scattered Clouds
2/19/2018,6:53 PM,   52.0 °F ,   30.9 °F ,45%,   29.96 in ,   10.0 mi ,West,   17.3 mph ,Scattered Clouds
2/19/2018,7:53 PM,   52.0 °F ,   34.0 °F ,50%,   29.96 in ,   10.0 mi ,West,   11.5 mph ,Scattered Clouds
2/19/2018,8:53 PM,   51.1 °F ,   33.1 °F ,50%,   29.98 in ,   10.0 mi ,NW,   9.2 mph ,Mostly Cloudy
2/19/2018,9:53 PM,   48.9 °F ,   36.0 °F ,61%,   29.99 in ,   10.0 mi ,WSW,   3.5 mph ,Scattered Clouds
2/19/2018,10:53 PM,   48.9 °F ,   27.0 °F ,43%,   30.03 in ,   10.0 mi ,North,   5.8 mph ,Clear
2/19/2018,11:53 PM,   46.9 °F ,   21.9 °F ,37%,   30.05 in ,   10.0 mi ,NNW,   4.6 mph ,Clear
2/20/2018,12:53 AM,   45.0 °F ,   19.0 °F ,36%,   30.06 in ,   10.0 mi ,NNW,   4.6 mph ,Clear
2/20/2018,1:53 AM,   41.0 °F ,   23.0 °F ,49%,   30.06 in ,   10.0 mi ,NNE,   3.5 mph ,Clear
2/20/2018,2:53 AM,   39.9 °F ,   25.0 °F ,55%,   30.06 in ,   10.0 mi ,Calm,Calm,Clear
2/20/2018,3:53 AM,   39.0 °F ,   27.0 °F ,62%,   30.06 in ,   10.0 mi ,Calm,Calm,Clear
2/20/2018,4:53 AM,   41.0 °F ,   32.0 °F ,70%,   30.07 in ,   10.0 mi ,SE,   3.5 mph ,Clear
2/20/2018,5:53 AM,   39.9 °F ,   30.0 °F ,68%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
2/20/2018,6:53 AM,   37.9 °F ,   28.9 °F ,70%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/20/2018,7:53 AM,   46.0 °F ,   27.0 °F ,47%,   30.15 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/20/2018,8:53 AM,   51.1 °F ,   23.0 °F ,33%,   30.16 in ,   10.0 mi ,Calm,Calm,Clear
2/20/2018,9:53 AM,   53.1 °F ,   17.1 °F ,24%,   30.16 in ,   10.0 mi ,South,   3.5 mph ,Clear
2/20/2018,10:53 AM,   55.0 °F ,   15.1 °F ,21%,   30.15 in ,   10.0 mi ,SSW,   4.6 mph ,Clear
2/20/2018,11:53 AM,   55.9 °F ,   16.0 °F ,21%,   30.13 in ,   10.0 mi ,West,   9.2 mph ,Clear
2/20/2018,12:53 PM,   57.0 °F ,   10.9 °F ,16%,   30.11 in ,   10.0 mi ,SW,   11.5 mph ,Clear
2/20/2018,1:53 PM,   57.0 °F ,   10.9 °F ,16%,   30.10 in ,   10.0 mi ,WSW,   12.7 mph ,Clear
2/20/2018,2:53 PM,   57.0 °F ,   15.1 °F ,19%,   30.10 in ,   10.0 mi ,West,   12.7 mph ,Clear
2/20/2018,3:53 PM,   57.0 °F ,   19.9 °F ,24%,   30.10 in ,   10.0 mi ,WNW,   15.0 mph ,Clear
2/20/2018,4:53 PM,   54.0 °F ,   25.0 °F ,33%,   30.12 in ,   10.0 mi ,West,   12.7 mph ,Clear
2/20/2018,5:53 PM,   52.0 °F ,   30.0 °F ,43%,   30.14 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
2/20/2018,6:53 PM,   51.1 °F ,   28.9 °F ,43%,   30.15 in ,   10.0 mi ,Calm,Calm,Clear
2/20/2018,7:53 PM,   48.0 °F ,   28.9 °F ,48%,   30.15 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/20/2018,8:53 PM,   48.0 °F ,   28.0 °F ,46%,   30.17 in ,   10.0 mi ,Calm,Calm,Clear
2/20/2018,9:53 PM,   45.0 °F ,   28.0 °F ,52%,   30.17 in ,   10.0 mi ,Calm,Calm,Clear
2/20/2018,10:53 PM,   43.0 °F ,   28.9 °F ,58%,   30.16 in ,   10.0 mi ,Calm,Calm,Clear
2/20/2018,11:53 PM,   41.0 °F ,   27.0 °F ,57%,   30.15 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/21/2018,12:53 AM,   39.9 °F ,   25.0 °F ,55%,   30.13 in ,   10.0 mi ,East,   5.8 mph ,Clear
2/21/2018,1:53 AM,   41.0 °F ,   24.1 °F ,51%,   30.12 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/21/2018,2:53 AM,   39.9 °F ,   24.1 °F ,53%,   30.12 in ,   10.0 mi ,ESE,   5.8 mph ,Clear
2/21/2018,3:53 AM,   44.1 °F ,   25.0 °F ,47%,   30.12 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/21/2018,4:53 AM,   41.0 °F ,   24.1 °F ,51%,   30.12 in ,   10.0 mi ,East,   5.8 mph ,Clear
2/21/2018,5:53 AM,   42.1 °F ,   25.0 °F ,51%,   30.13 in ,   10.0 mi ,ESE,   5.8 mph ,Mostly Cloudy
2/21/2018,6:53 AM,   45.0 °F ,   25.0 °F ,46%,   30.13 in ,   10.0 mi ,ESE,   6.9 mph ,Mostly Cloudy
2/21/2018,7:53 AM,   48.0 °F ,   26.1 °F ,42%,   30.14 in ,   10.0 mi ,ESE,   6.9 mph ,Scattered Clouds
2/21/2018,8:53 AM,   53.1 °F ,   32.0 °F ,45%,   30.15 in ,   10.0 mi ,SE,   10.4 mph ,Overcast
2/21/2018,9:53 AM,   54.0 °F ,   34.0 °F ,47%,   30.15 in ,   10.0 mi ,SSW,   9.2 mph ,Mostly Cloudy
2/21/2018,10:53 AM,   54.0 °F ,   36.0 °F ,51%,   30.16 in ,   10.0 mi ,SSW,   5.8 mph ,Mostly Cloudy
2/21/2018,11:53 AM,   51.1 °F ,   44.1 °F ,77%,   30.16 in ,   6.0 mi ,East,   5.8 mph ,Haze
2/21/2018,12:53 PM,   57.9 °F ,   37.0 °F ,46%,   30.13 in ,   10.0 mi ,WSW,   11.5 mph ,Scattered Clouds
2/21/2018,1:53 PM,   57.9 °F ,   30.0 °F ,35%,   30.11 in ,   10.0 mi ,SW,   10.4 mph ,Scattered Clouds
2/21/2018,2:53 PM,   57.9 °F ,   33.1 °F ,39%,   30.12 in ,   10.0 mi ,West,   10.4 mph ,Clear
2/21/2018,3:53 PM,   57.0 °F ,   34.0 °F ,42%,   30.12 in ,   10.0 mi ,West,   12.7 mph ,Scattered Clouds
2/21/2018,4:53 PM,   55.0 °F ,   34.0 °F ,45%,   30.13 in ,   10.0 mi ,WNW,   11.5 mph ,Scattered Clouds
2/21/2018,5:53 PM,   53.1 °F ,   39.0 °F ,59%,   30.15 in ,   10.0 mi ,WNW,   6.9 mph ,Partly Cloudy
2/21/2018,6:53 PM,   52.0 °F ,   39.0 °F ,61%,   30.16 in ,   10.0 mi ,WNW,   3.5 mph ,Clear
2/21/2018,7:53 PM,   50.0 °F ,   39.0 °F ,66%,   30.16 in ,   10.0 mi ,Calm,Calm,Clear
2/21/2018,8:53 PM,   48.0 °F ,   39.0 °F ,71%,   30.18 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/21/2018,9:53 PM,   45.0 °F ,   37.9 °F ,76%,   30.19 in ,   10.0 mi ,ESE,   5.8 mph ,Clear
2/21/2018,10:53 PM,   44.1 °F ,   37.9 °F ,79%,   30.19 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
2/21/2018,11:53 PM,   44.1 °F ,   37.0 °F ,76%,   30.20 in ,   10.0 mi ,East,   4.6 mph ,Clear
2/22/2018,12:53 AM,   44.1 °F ,   37.0 °F ,76%,   30.19 in ,   10.0 mi ,ESE,   5.8 mph ,Clear
2/22/2018,1:53 AM,   44.1 °F ,   37.0 °F ,76%,   30.20 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
2/22/2018,2:53 AM,   42.1 °F ,   36.0 °F ,79%,   30.19 in ,   10.0 mi ,ESE,   5.8 mph ,Clear
2/22/2018,3:53 AM,   42.1 °F ,   36.0 °F ,79%,   30.19 in ,   10.0 mi ,ESE,   6.9 mph ,Partly Cloudy
2/22/2018,4:53 AM,   42.1 °F ,   36.0 °F ,79%,   30.20 in ,   10.0 mi ,ESE,   6.9 mph ,Clear
2/22/2018,5:53 AM,   44.1 °F ,   37.0 °F ,76%,   30.21 in ,   10.0 mi ,ESE,   4.6 mph ,Mostly Cloudy
2/22/2018,6:53 AM,   43.0 °F ,   37.0 °F ,80%,   30.22 in ,   10.0 mi ,ESE,   3.5 mph ,Scattered Clouds
2/22/2018,7:53 AM,   46.9 °F ,   41.0 °F ,80%,   30.25 in ,   7.0 mi ,ESE,   4.6 mph ,Light Rain
2/22/2018,8:53 AM,   52.0 °F ,   41.0 °F ,66%,   30.26 in ,   10.0 mi ,SSE,   8.1 mph ,Mostly Cloudy
2/22/2018,9:53 AM,   55.0 °F ,   42.1 °F ,62%,   30.27 in ,   10.0 mi ,South,   9.2 mph ,Mostly Cloudy
2/22/2018,10:53 AM,   57.0 °F ,   42.1 °F ,57%,   30.27 in ,   10.0 mi ,South,   11.5 mph ,Mostly Cloudy
2/22/2018,11:53 AM,   57.0 °F ,   42.1 °F ,57%,   30.25 in ,   10.0 mi ,WSW,   10.4 mph ,Mostly Cloudy
2/22/2018,12:53 PM,   59.0 °F ,   39.9 °F ,49%,   30.23 in ,   10.0 mi ,SW,   12.7 mph ,Mostly Cloudy
2/22/2018,1:53 PM,   55.0 °F ,   46.9 °F ,74%,   30.22 in ,   9.0 mi ,WSW,   15.0 mph ,Light Rain
2/22/2018,2:53 PM,   55.0 °F ,   44.1 °F ,67%,   30.22 in ,   10.0 mi ,WSW,   11.5 mph ,Overcast
2/22/2018,3:53 PM,   54.0 °F ,   43.0 °F ,66%,   30.21 in ,   10.0 mi ,West,   9.2 mph ,Overcast
2/22/2018,4:53 PM,   53.1 °F ,   45.0 °F ,74%,   30.20 in ,   10.0 mi ,WSW,   6.9 mph ,Mostly Cloudy
2/22/2018,5:53 PM,   53.1 °F ,   44.1 °F ,71%,   30.20 in ,   10.0 mi ,SW,   5.8 mph ,Mostly Cloudy
2/22/2018,6:53 PM,   53.1 °F ,   45.0 °F ,74%,   30.20 in ,   10.0 mi ,SSW,   6.9 mph ,Mostly Cloudy
2/22/2018,7:53 PM,   53.1 °F ,   44.1 °F ,71%,   30.21 in ,   10.0 mi ,West,   5.8 mph ,Mostly Cloudy
2/22/2018,8:53 PM,   52.0 °F ,   42.1 °F ,69%,   30.22 in ,   10.0 mi ,SW,   3.5 mph ,Partly Cloudy
2/22/2018,9:53 PM,   53.1 °F ,   42.1 °F ,66%,   30.22 in ,   10.0 mi ,WSW,   8.1 mph ,Mostly Cloudy
2/22/2018,10:53 PM,   52.0 °F ,   42.1 °F ,69%,   30.22 in ,   10.0 mi ,West,   9.2 mph ,Partly Cloudy
2/22/2018,11:53 PM,   51.1 °F ,   39.0 °F ,63%,   30.22 in ,   10.0 mi ,West,   9.2 mph ,Clear
2/23/2018,12:53 AM,   51.1 °F ,   39.9 °F ,66%,   30.22 in ,   10.0 mi ,West,   9.2 mph ,Partly Cloudy
2/23/2018,1:53 AM,   51.1 °F ,   39.9 °F ,66%,   30.21 in ,   10.0 mi ,WSW,   6.9 mph ,Partly Cloudy
2/23/2018,2:53 AM,   51.1 °F ,   39.9 °F ,66%,   30.20 in ,   10.0 mi ,West,   3.5 mph ,Mostly Cloudy
2/23/2018,3:53 AM,   51.1 °F ,   39.9 °F ,66%,   30.19 in ,   10.0 mi ,West,   8.1 mph ,Scattered Clouds
2/23/2018,4:53 AM,   51.1 °F ,   39.9 °F ,66%,   30.19 in ,   10.0 mi ,West,   10.4 mph ,Scattered Clouds
2/23/2018,5:53 AM,   52.0 °F ,   39.0 °F ,61%,   30.19 in ,   10.0 mi ,WNW,   13.8 mph ,Mostly Cloudy
2/23/2018,6:53 AM,   51.1 °F ,   39.0 °F ,63%,   30.21 in ,   10.0 mi ,WNW,   11.5 mph ,Mostly Cloudy
2/23/2018,7:53 AM,   52.0 °F ,   37.0 °F ,57%,   30.21 in ,   10.0 mi ,WNW,   16.1 mph ,Light Rain
2/23/2018,8:53 AM,   55.0 °F ,   32.0 °F ,42%,   30.22 in ,   10.0 mi ,WNW,   19.6 mph ,Scattered Clouds
2/23/2018,9:53 AM,   53.1 °F ,   33.1 °F ,47%,   30.22 in ,   10.0 mi ,West,   18.4 mph ,Mostly Cloudy
2/23/2018,10:53 AM,   55.0 °F ,   32.0 °F ,42%,   30.22 in ,   10.0 mi ,West,   13.8 mph ,Mostly Cloudy
2/23/2018,11:53 AM,   55.0 °F ,   28.9 °F ,37%,   30.21 in ,   10.0 mi ,WNW,   13.8 mph ,Partly Cloudy
2/23/2018,12:53 PM,   55.0 °F ,   28.0 °F ,35%,   30.20 in ,   10.0 mi ,WNW,   13.8 mph ,Partly Cloudy
2/23/2018,1:53 PM,   55.0 °F ,   30.0 °F ,38%,   30.17 in ,   10.0 mi ,WNW,   15.0 mph ,Clear
2/23/2018,2:53 PM,   55.0 °F ,   27.0 °F ,34%,   30.18 in ,   10.0 mi ,West,   12.7 mph ,Clear
2/23/2018,3:53 PM,   55.0 °F ,   28.0 °F ,35%,   30.19 in ,   10.0 mi ,WNW,   11.5 mph ,Partly Cloudy
2/23/2018,4:53 PM,   54.0 °F ,   28.9 °F ,38%,   30.19 in ,   10.0 mi ,West,   10.4 mph ,Clear
2/23/2018,5:53 PM,   52.0 °F ,   30.0 °F ,43%,   30.21 in ,   10.0 mi ,NNW,   8.1 mph ,Partly Cloudy
2/23/2018,6:53 PM,   51.1 °F ,   30.9 °F ,46%,   30.23 in ,   10.0 mi ,North,   3.5 mph ,Clear
2/23/2018,7:53 PM,   48.0 °F ,   30.9 °F ,52%,   30.24 in ,   10.0 mi ,Calm,Calm,Clear
2/23/2018,8:53 PM,   46.0 °F ,   30.9 °F ,56%,   30.26 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
2/23/2018,9:53 PM,   45.0 °F ,   30.9 °F ,58%,   30.27 in ,   10.0 mi ,SE,   3.5 mph ,Clear
2/23/2018,10:53 PM,   43.0 °F ,   30.9 °F ,62%,   30.28 in ,   10.0 mi ,East,   6.9 mph ,Clear
2/23/2018,11:53 PM,   43.0 °F ,   30.0 °F ,60%,   30.29 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,12:53 AM,   43.0 °F ,   30.0 °F ,60%,   30.30 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,1:53 AM,   39.9 °F ,   30.0 °F ,68%,   30.30 in ,   10.0 mi ,SE,   3.5 mph ,Clear
2/24/2018,2:53 AM,   39.0 °F ,   30.0 °F ,70%,   30.30 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,3:53 AM,   39.9 °F ,   30.0 °F ,68%,   30.30 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,4:53 AM,   39.0 °F ,   28.9 °F ,67%,   30.31 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,5:53 AM,   37.0 °F ,   28.0 °F ,70%,   30.32 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,6:53 AM,   39.9 °F ,   28.0 °F ,63%,   30.33 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,7:53 AM,   46.0 °F ,   27.0 °F ,47%,   30.34 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,8:53 AM,   52.0 °F ,   23.0 °F ,32%,   30.34 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,9:53 AM,   55.9 °F ,   19.9 °F ,25%,   30.34 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,10:53 AM,   59.0 °F ,   14.0 °F ,17%,   30.32 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,11:53 AM,   62.1 °F ,   10.0 °F ,13%,   30.27 in ,   10.0 mi ,NNW,   8.1 mph ,Clear
2/24/2018,12:53 PM,   62.1 °F ,   17.1 °F ,18%,   30.24 in ,   10.0 mi ,West,   15.0 mph ,Clear
2/24/2018,1:53 PM,   62.1 °F ,   17.1 °F ,18%,   30.23 in ,   10.0 mi ,WNW,   16.1 mph ,Clear
2/24/2018,2:53 PM,   61.0 °F ,   19.9 °F ,21%,   30.22 in ,   10.0 mi ,WNW,   15.0 mph ,Clear
2/24/2018,3:53 PM,   59.0 °F ,   21.0 °F ,23%,   30.22 in ,   10.0 mi ,WNW,   16.1 mph ,Clear
2/24/2018,4:53 PM,   57.0 °F ,   26.1 °F ,30%,   30.22 in ,   10.0 mi ,WNW,   15.0 mph ,Clear
2/24/2018,5:53 PM,   54.0 °F ,   28.9 °F ,38%,   30.23 in ,   10.0 mi ,West,   10.4 mph ,Clear
2/24/2018,6:53 PM,   53.1 °F ,   33.1 °F ,47%,   30.23 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,7:53 PM,   48.9 °F ,   30.9 °F ,50%,   30.23 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,8:53 PM,   48.0 °F ,   30.0 °F ,50%,   30.23 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,9:53 PM,   46.0 °F ,   32.0 °F ,58%,   30.22 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/24/2018,10:53 PM,   46.9 °F ,   30.0 °F ,52%,   30.20 in ,   10.0 mi ,Calm,Calm,Clear
2/24/2018,11:53 PM,   44.1 °F ,   28.9 °F ,55%,   30.19 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2018,12:53 AM,   43.0 °F ,   30.0 °F ,60%,   30.18 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/25/2018,1:53 AM,   46.0 °F ,   28.9 °F ,51%,   30.18 in ,   10.0 mi ,East,   5.8 mph ,Clear
2/25/2018,2:53 AM,   43.0 °F ,   28.9 °F ,58%,   30.17 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2018,3:53 AM,   42.1 °F ,   28.0 °F ,58%,   30.18 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2018,4:53 AM,   39.9 °F ,   28.0 °F ,63%,   30.18 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2018,5:53 AM,   39.9 °F ,   28.0 °F ,63%,   30.19 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
2/25/2018,6:53 AM,   42.1 °F ,   28.9 °F ,60%,   30.19 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2018,7:53 AM,   48.9 °F ,   28.9 °F ,46%,   30.20 in ,   10.0 mi ,Calm,Calm,Clear
2/25/2018,8:53 AM,   55.9 °F ,   32.0 °F ,40%,   30.21 in ,   10.0 mi ,NW,   6.9 mph ,Clear
2/25/2018,9:53 AM,   60.1 °F ,   30.9 °F ,33%,   30.20 in ,   10.0 mi ,NW,   6.9 mph ,Clear
2/25/2018,10:53 AM,   63.0 °F ,   27.0 °F ,26%,   30.19 in ,   10.0 mi ,NW,   8.1 mph ,Clear
2/25/2018,11:53 AM,   64.9 °F ,   28.9 °F ,26%,   30.17 in ,   10.0 mi ,NW,   9.2 mph ,Clear
2/25/2018,12:53 PM,   66.9 °F ,   28.0 °F ,23%,   30.14 in ,   10.0 mi ,WNW,   8.1 mph ,Clear
2/25/2018,1:53 PM,   66.0 °F ,   30.9 °F ,27%,   30.12 in ,   10.0 mi ,WNW,   11.5 mph ,Clear
